campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
581,2025-04-04,Sustainability Product Launch,Tech Enthusiasts 18-45,134694,Tech Enthusiasts 18-45,11482,123212,26847,12684,1516,21.79,10.29,47.25,1.23
582,2024-06-10,School Supplies Promo,Tech Enthusiasts 18-45,130863,Tech Enthusiasts 18-45,6696,124167,37216,5970,5193,29.97,4.81,16.04,4.18
583,2025-04-04,New Product Launch,Previous Customers,154122,Previous Customers,12239,141883,22382,15482,4118,15.78,10.91,69.17,2.9
584,2024-06-08,Sustainability Product Launch,Environment Advocates,76262,Environment Advocates,3979,72283,19823,3635,4019,27.42,5.03,18.34,5.56
585,2025-03-02,Loyalty Program,Young Adults 20-30,135654,Young Adults 20-30,8728,126926,22692,6544,4656,17.88,5.16,28.84,3.67
586,2024-07-15,Seasonal Discount,Young Adults 20-30,79952,Young Adults 20-30,7386,72566,14358,6730,1261,19.79,9.27,46.87,1.74
587,2024-09-04,School Supplies Promo,Young Adults 20-30,191880,Young Adults 20-30,16753,175127,38456,11407,8728,21.96,6.51,29.66,4.98
588,2025-01-20,Sustainability Product Launch,Young Professionals 25-40,157307,Young Professionals 25-40,8804,148503,40948,11387,2763,27.57,7.67,27.81,1.86
589,2024-05-17,Holiday Sales Event,Parents 30-50,152749,Parents 30-50,13286,139463,25634,15272,9648,18.38,10.95,59.58,6.92
590,2024-10-01,Seasonal Discount,Tech Enthusiasts 18-45,189311,Tech Enthusiasts 18-45,12344,176967,43325,10482,6223,24.48,5.92,24.19,3.52
591,2025-02-28,Fitness Gear Promo,Young Professionals 25-40,198983,Young Professionals 25-40,14297,184686,37955,13765,7277,20.55,7.45,36.27,3.94
592,2024-12-14,Holiday Follow Up,Seniors 55+,162465,Seniors 55+,10358,152107,23337,15590,4682,15.34,10.25,66.8,3.08
593,2024-12-26,Brand Awareness,Tech Enthusiasts 18-45,158179,Tech Enthusiasts 18-45,13804,144375,28759,16704,8754,19.92,11.57,58.08,6.06
594,2024-05-20,Brand Awareness,Previous Customers,89847,Previous Customers,7932,81915,15422,4597,2124,18.83,5.61,29.81,2.59
595,2025-01-27,Holiday Follow Up,Young Professionals 25-40,191699,Young Professionals 25-40,13673,178026,51085,15202,3707,28.7,8.54,29.76,2.08
596,2025-03-24,School Supplies Promo,Young Professionals 25-40,64094,Young Professionals 25-40,5169,58925,11253,3345,3993,19.1,5.68,29.73,6.78
597,2025-05-08,Beta Testing Launch,Tech Enthusiasts 18-45,51635,Tech Enthusiasts 18-45,4223,47412,11277,2558,1685,23.79,5.4,22.68,3.56
598,2024-06-09,School Supplies Promo,Tech Enthusiasts 18-45,93063,Tech Enthusiasts 18-45,7457,85606,25517,7540,2267,29.81,8.81,29.55,2.65
599,2025-05-20,Fitness Gear Promo,Women 25-34,116042,Women 25-34,7249,108793,27575,8917,2965,25.35,8.2,32.34,2.73
600,2025-02-04,Major Shopping Event,Shopaholics 25-44,177483,Shopaholics 25-44,10366,167117,29089,5352,2022,17.41,3.2,18.4,1.21
601,2024-12-13,Holiday Sales Event,Tech Enthusiasts 18-45,164446,Tech Enthusiasts 18-45,10374,154072,31230,17556,2399,20.27,11.39,56.22,1.56
602,2024-03-23,New Product Launch,Environment Advocates,155525,Environment Advocates,9201,146324,31924,14498,6073,21.82,9.91,45.41,4.15
603,2024-04-28,School Supplies Promo,Women 25-34,148962,Women 25-34,13674,135288,26722,6746,2995,19.75,4.99,25.25,2.21
604,2024-10-10,Major Shopping Event,Shopaholics 25-44,79233,Shopaholics 25-44,4522,74711,19568,3621,549,26.19,4.85,18.5,0.74
605,2025-05-13,Brand Awareness,Parents 30-50,100669,Parents 30-50,5670,94999,25098,9261,1410,26.42,9.75,36.9,1.48
606,2025-03-20,Clearance Sale,Women 25-34,54489,Women 25-34,4273,50216,14772,3840,2914,29.42,7.65,26.0,5.8
607,2024-05-26,School Supplies Promo,Fitness Enthusiasts 18-40,151197,Fitness Enthusiasts 18-40,8749,142448,41835,17012,3702,29.37,11.94,40.66,2.6
608,2025-04-03,School Supplies Promo,Shopaholics 25-44,189151,Shopaholics 25-44,16250,172901,37740,20665,4339,21.83,11.95,54.76,2.51
609,2025-05-07,New Product Launch,Shopaholics 25-44,132771,Shopaholics 25-44,10628,122143,29534,10544,4519,24.18,8.63,35.7,3.7
610,2025-03-02,School Supplies Promo,Parents 30-50,177922,Parents 30-50,17013,160909,30250,11320,8811,18.8,7.04,37.42,5.48
611,2024-07-07,School Supplies Promo,Previous Customers,148085,Previous Customers,10400,137685,23425,12785,8033,17.01,9.29,54.58,5.84
612,2024-10-16,Holiday Sales Event,Environment Advocates,173163,Environment Advocates,8778,164385,37769,11599,2787,22.98,7.06,30.71,1.7
613,2024-06-27,Brand Awareness,Fitness Enthusiasts 18-40,157563,Fitness Enthusiasts 18-40,10906,146657,29317,6913,4859,19.99,4.71,23.58,3.31
614,2024-02-12,Holiday Sales Event,General Audience,112459,General Audience,8096,104363,24589,3284,2286,23.56,3.15,13.36,2.19
615,2024-08-02,Clearance Sale,Young Professionals 25-40,189376,Young Professionals 25-40,15142,174234,37660,18338,9260,21.62,10.53,48.69,5.31
616,2024-11-06,Holiday Sales Event,Women 25-34,175039,Women 25-34,14013,161026,43152,17495,1732,26.8,10.86,40.54,1.08
617,2024-07-09,Holiday Sales Event,Parents 30-50,168609,Parents 30-50,15973,152636,30736,15800,2921,20.14,10.35,51.41,1.91
618,2025-05-08,Fitness Gear Promo,Young Adults 20-30,99424,Young Adults 20-30,5398,94026,17989,4836,6281,19.13,5.14,26.88,6.68
619,2025-04-24,Sustainability Product Launch,Young Adults 20-30,60105,Young Adults 20-30,4899,55206,14887,4244,681,26.97,7.69,28.51,1.23
620,2024-02-16,Fitness Gear Promo,General Audience,175108,General Audience,16219,158889,27138,8152,5659,17.08,5.13,30.04,3.56
621,2024-07-01,Holiday Sales Event,Young Adults 20-30,71090,Young Adults 20-30,5562,65528,17387,4637,873,26.53,7.08,26.67,1.33
622,2024-03-01,New Product Launch,Tech Enthusiasts 18-45,57407,Tech Enthusiasts 18-45,4941,52466,14335,5497,3547,27.32,10.48,38.35,6.76
623,2024-04-09,Beta Testing Launch,Frequent Buyers 35-50,180677,Frequent Buyers 35-50,14243,166434,43057,15937,994,25.87,9.58,37.01,0.6
624,2024-12-10,Fitness Gear Promo,Young Professionals 25-40,60035,Young Professionals 25-40,5198,54837,11984,6044,3729,21.85,11.02,50.43,6.8
625,2025-01-22,New Product Launch,Previous Customers,196051,Previous Customers,18203,177848,29137,10420,4090,16.38,5.86,35.76,2.3
626,2024-05-25,Brand Awareness,Tech Enthusiasts 18-45,71579,Tech Enthusiasts 18-45,6536,65043,18951,2956,945,29.14,4.55,15.6,1.45
627,2024-05-08,Brand Awareness,Previous Customers,100410,Previous Customers,9767,90643,25265,10678,1551,27.87,11.78,42.26,1.71
628,2024-12-19,School Supplies Promo,Previous Customers,107234,Previous Customers,6747,100487,20026,11928,4555,19.93,11.87,59.56,4.53
629,2025-01-30,Sustainability Product Launch,Tech Enthusiasts 18-45,80574,Tech Enthusiasts 18-45,5766,74808,22284,7480,4141,29.79,10.0,33.57,5.54
630,2025-01-09,Seasonal Discount,Fitness Enthusiasts 18-40,79255,Fitness Enthusiasts 18-40,7274,71981,12106,7147,3899,16.82,9.93,59.04,5.42
631,2025-04-13,Holiday Sales Event,Seniors 55+,110543,Seniors 55+,6094,104449,28608,4991,5609,27.39,4.78,17.45,5.37
632,2024-09-02,School Supplies Promo,Young Professionals 25-40,166902,Young Professionals 25-40,13219,153683,25349,14803,9690,16.49,9.63,58.4,6.31
633,2025-06-08,New Product Launch,Shopaholics 25-44,61284,Shopaholics 25-44,3902,57382,15672,3912,652,27.31,6.82,24.96,1.14
634,2025-03-28,Major Shopping Event,Seniors 55+,124563,Seniors 55+,8900,115663,24117,10418,1950,20.85,9.01,43.2,1.69
635,2024-04-10,Seasonal Discount,Shopaholics 25-44,196403,Shopaholics 25-44,12301,184102,46930,19796,9026,25.49,10.75,42.18,4.9
636,2024-11-30,Clearance Sale,Previous Customers,179792,Previous Customers,13105,166687,31499,11416,9333,18.9,6.85,36.24,5.6
637,2025-07-15,Sustainability Product Launch,Parents 30-50,121927,Parents 30-50,8135,113792,33994,3741,5846,29.87,3.29,11.0,5.14
638,2024-08-21,Sustainability Product Launch,Fitness Enthusiasts 18-40,183693,Fitness Enthusiasts 18-40,13164,170529,32629,18337,10206,19.13,10.75,56.2,5.99
639,2025-04-11,Clearance Sale,Previous Customers,62486,Previous Customers,4220,58266,15579,3427,3707,26.74,5.88,22.0,6.36
640,2024-04-23,Holiday Sales Event,Fitness Enthusiasts 18-40,77395,Fitness Enthusiasts 18-40,4382,73013,20852,5656,1914,28.56,7.75,27.12,2.62
641,2024-12-20,Clearance Sale,Young Professionals 25-40,172375,Young Professionals 25-40,11513,160862,26826,9181,3499,16.68,5.71,34.22,2.18
642,2024-07-14,Clearance Sale,Environment Advocates,123355,Environment Advocates,9398,113957,27065,3791,5085,23.75,3.33,14.01,4.46
643,2025-03-23,Fitness Gear Promo,Seniors 55+,103573,Seniors 55+,9104,94469,24829,4395,2802,26.28,4.65,17.7,2.97
644,2024-11-27,Brand Awareness,Previous Customers,97590,Previous Customers,9048,88542,24715,9984,3728,27.91,11.28,40.4,4.21
645,2024-03-09,Holiday Follow Up,Environment Advocates,136442,Environment Advocates,11424,125018,23856,7362,7928,19.08,5.89,30.86,6.34
646,2024-12-14,Holiday Sales Event,Tech Enthusiasts 18-45,54594,Tech Enthusiasts 18-45,4142,50452,12254,2943,2378,24.29,5.83,24.02,4.71
647,2024-08-29,Major Shopping Event,Seniors 55+,176593,Seniors 55+,9077,167516,45677,15606,7694,27.27,9.32,34.17,4.59
648,2025-02-08,Holiday Follow Up,Previous Customers,132913,Previous Customers,7579,125334,26149,9122,8735,20.86,7.28,34.88,6.97
649,2024-10-08,Loyalty Program,Environment Advocates,82167,Environment Advocates,5457,76710,18234,2969,1772,23.77,3.87,16.28,2.31
650,2025-05-14,Beta Testing Launch,Fitness Enthusiasts 18-40,184503,Fitness Enthusiasts 18-40,14969,169534,38545,15441,3459,22.74,9.11,40.06,2.04
651,2025-03-24,Major Shopping Event,Parents 30-50,166292,Parents 30-50,9945,156347,41298,12794,7652,26.41,8.18,30.98,4.89
652,2025-06-09,Fitness Gear Promo,Young Adults 20-30,136213,Young Adults 20-30,9168,127045,20119,13766,1873,15.84,10.84,68.42,1.47
653,2024-06-21,Loyalty Program,Tech Enthusiasts 18-45,77066,Tech Enthusiasts 18-45,7497,69569,16213,7536,2313,23.31,10.83,46.48,3.33
654,2025-01-14,School Supplies Promo,Young Professionals 25-40,149038,Young Professionals 25-40,11583,137455,31463,9087,7700,22.89,6.61,28.88,5.6
655,2025-02-09,Holiday Sales Event,Previous Customers,112115,Previous Customers,11178,100937,24625,8482,2420,24.4,8.4,34.44,2.4
656,2024-06-26,Loyalty Program,Seniors 55+,95058,Seniors 55+,8768,86290,19095,8978,2604,22.13,10.4,47.02,3.02
657,2025-01-30,Major Shopping Event,Parents 30-50,190140,Parents 30-50,15149,174991,51966,17459,8547,29.7,9.98,33.6,4.88
658,2024-04-13,Brand Awareness,Women 25-34,184636,Women 25-34,10386,174250,51681,17572,11565,29.66,10.08,34.0,6.64
659,2024-04-20,Holiday Sales Event,General Audience,140141,General Audience,10051,130090,30658,12501,1787,23.57,9.61,40.78,1.37
660,2024-02-14,New Product Launch,Tech Enthusiasts 18-45,90439,Tech Enthusiasts 18-45,6658,83781,14905,6002,1556,17.79,7.16,40.27,1.86
661,2024-07-09,Seasonal Discount,Seniors 55+,145112,Seniors 55+,10755,134357,27194,7001,3067,20.24,5.21,25.74,2.28
662,2024-07-29,Loyalty Program,Previous Customers,124027,Previous Customers,9061,114966,20425,3808,4372,17.77,3.31,18.64,3.8
663,2024-09-18,Seasonal Discount,Tech Enthusiasts 18-45,89100,Tech Enthusiasts 18-45,7826,81274,17515,3432,1983,21.55,4.22,19.59,2.44
664,2025-04-12,Fitness Gear Promo,Previous Customers,120737,Previous Customers,11754,108983,21665,4147,7171,19.88,3.81,19.14,6.58
665,2024-03-29,Brand Awareness,Frequent Buyers 35-50,159531,Frequent Buyers 35-50,12112,147419,24635,16268,6140,16.71,11.04,66.04,4.17
666,2024-08-20,New Product Launch,Parents 30-50,191982,Parents 30-50,14229,177753,37812,11525,6184,21.27,6.48,30.48,3.48
667,2024-05-26,Major Shopping Event,Tech Enthusiasts 18-45,54324,Tech Enthusiasts 18-45,4507,49817,10862,4739,1208,21.81,9.51,43.63,2.43
668,2024-03-15,Loyalty Program,Young Adults 20-30,69761,Young Adults 20-30,4525,65236,18284,6875,1427,28.03,10.54,37.6,2.19
669,2025-02-18,Seasonal Discount,Women 25-34,167860,Women 25-34,15570,152290,26926,16615,5153,17.68,10.91,61.71,3.38
670,2025-03-03,Loyalty Program,Parents 30-50,66916,Parents 30-50,3403,63513,17506,2321,1487,27.56,3.66,13.26,2.34
671,2024-09-22,Seasonal Discount,Environment Advocates,101053,Environment Advocates,7077,93976,19893,3271,4808,21.17,3.48,16.44,5.12
672,2024-06-26,Holiday Sales Event,Tech Enthusiasts 18-45,189904,Tech Enthusiasts 18-45,16170,173734,26080,10667,10675,15.01,6.14,40.9,6.14
673,2024-05-18,Major Shopping Event,Shopaholics 25-44,144519,Shopaholics 25-44,12606,131913,22092,11116,5519,16.75,8.43,50.32,4.18
674,2024-06-05,School Supplies Promo,Young Professionals 25-40,158654,Young Professionals 25-40,11505,147149,23443,15289,7149,15.93,10.39,65.22,4.86
675,2024-11-18,Loyalty Program,Shopaholics 25-44,195309,Shopaholics 25-44,15327,179982,29533,19770,1555,16.41,10.98,66.94,0.86
676,2024-05-17,Loyalty Program,Seniors 55+,121436,Seniors 55+,11622,109814,30466,11698,4740,27.74,10.65,38.4,4.32
677,2024-11-03,Fitness Gear Promo,Parents 30-50,87440,Parents 30-50,7149,80291,21936,6785,4760,27.32,8.45,30.93,5.93
678,2025-02-15,Major Shopping Event,Fitness Enthusiasts 18-40,141569,Fitness Enthusiasts 18-40,13850,127719,20241,11618,1761,15.85,9.1,57.4,1.38
679,2024-03-23,Holiday Follow Up,Women 25-34,58732,Women 25-34,5000,53732,9323,2570,918,17.35,4.78,27.57,1.71
680,2024-07-29,Sustainability Product Launch,Tech Enthusiasts 18-45,102009,Tech Enthusiasts 18-45,6144,95865,14737,9134,5192,15.37,9.53,61.98,5.42
681,2025-02-16,Beta Testing Launch,Frequent Buyers 35-50,134247,Frequent Buyers 35-50,11766,122481,32667,12672,7531,26.67,10.35,38.79,6.15
682,2025-03-17,Holiday Follow Up,General Audience,66468,General Audience,5593,60875,15936,3956,412,26.18,6.5,24.82,0.68
683,2024-05-12,Holiday Follow Up,Shopaholics 25-44,56047,Shopaholics 25-44,5545,50502,13662,5885,3033,27.05,11.65,43.08,6.01
684,2025-07-11,Seasonal Discount,Environment Advocates,157626,Environment Advocates,13010,144616,28048,13098,5280,19.4,9.06,46.7,3.65
685,2025-01-18,Holiday Sales Event,Women 25-34,156471,Women 25-34,11863,144608,22808,10205,8608,15.77,7.06,44.74,5.95
686,2025-03-25,Holiday Follow Up,Tech Enthusiasts 18-45,108945,Tech Enthusiasts 18-45,10342,98603,16699,10773,4378,16.94,10.93,64.51,4.44
687,2024-05-22,Holiday Follow Up,Tech Enthusiasts 18-45,118135,Tech Enthusiasts 18-45,11597,106538,29591,7462,3052,27.78,7.0,25.22,2.87
688,2024-09-18,Seasonal Discount,Fitness Enthusiasts 18-40,98334,Fitness Enthusiasts 18-40,5656,92678,18736,9738,5759,20.22,10.51,51.97,6.21
689,2025-02-10,Major Shopping Event,Young Professionals 25-40,144509,Young Professionals 25-40,8219,136290,28889,7399,4117,21.2,5.43,25.61,3.02
690,2024-11-24,Holiday Follow Up,Shopaholics 25-44,144972,Shopaholics 25-44,10742,134230,37503,11543,9258,27.94,8.6,30.78,6.9
691,2024-03-30,Loyalty Program,Parents 30-50,185693,Parents 30-50,10417,175276,42978,13773,3617,24.52,7.86,32.05,2.06
692,2024-11-28,Sustainability Product Launch,Shopaholics 25-44,64656,Shopaholics 25-44,5425,59231,17177,6652,4023,29.0,11.23,38.73,6.79
693,2024-08-07,School Supplies Promo,Environment Advocates,194940,Environment Advocates,14004,180936,48761,20357,3814,26.95,11.25,41.75,2.11
694,2025-07-24,Sustainability Product Launch,Parents 30-50,146863,Parents 30-50,13784,133079,37611,9878,9064,28.26,7.42,26.26,6.81
695,2024-07-20,Loyalty Program,Parents 30-50,175304,Parents 30-50,12161,163143,41079,19140,8714,25.18,11.73,46.59,5.34
696,2025-04-02,Fitness Gear Promo,Shopaholics 25-44,80687,Shopaholics 25-44,6550,74137,17956,6254,2871,24.22,8.44,34.83,3.87
697,2025-03-18,Loyalty Program,Previous Customers,63265,Previous Customers,4481,58784,15627,5438,2091,26.58,9.25,34.8,3.56
698,2024-06-17,Holiday Follow Up,Fitness Enthusiasts 18-40,88440,Fitness Enthusiasts 18-40,7642,80798,15543,4703,3727,19.24,5.82,30.26,4.61
699,2025-06-13,Major Shopping Event,Previous Customers,159148,Previous Customers,15018,144130,39811,13090,2659,27.62,9.08,32.88,1.85
700,2025-07-25,Clearance Sale,Seniors 55+,101293,Seniors 55+,5156,96137,26252,8631,2256,27.31,8.98,32.88,2.35
701,2025-04-16,Major Shopping Event,General Audience,73847,General Audience,4254,69593,13454,2361,3072,19.33,3.39,17.55,4.41
702,2024-11-20,Seasonal Discount,Fitness Enthusiasts 18-40,168411,Fitness Enthusiasts 18-40,9762,158649,44009,5711,10497,27.74,3.6,12.98,6.62
703,2024-11-08,Beta Testing Launch,Previous Customers,190893,Previous Customers,16558,174335,46389,13816,11505,26.61,7.93,29.78,6.6
704,2024-11-04,Fitness Gear Promo,Shopaholics 25-44,111553,Shopaholics 25-44,10399,101154,29156,9885,3674,28.82,9.77,33.9,3.63
705,2025-05-18,Fitness Gear Promo,Parents 30-50,153744,Parents 30-50,7747,145997,40079,4912,4423,27.45,3.36,12.26,3.03
706,2024-09-19,Sustainability Product Launch,Previous Customers,157888,Previous Customers,9274,148614,33133,10177,3741,22.3,6.85,30.72,2.52
707,2025-02-24,Holiday Follow Up,Women 25-34,117291,Women 25-34,9328,107963,23793,6334,3056,22.04,5.87,26.62,2.83
708,2024-09-13,Loyalty Program,Seniors 55+,172982,Seniors 55+,12489,160493,34251,10301,6234,21.34,6.42,30.08,3.88
709,2024-08-19,Holiday Sales Event,Frequent Buyers 35-50,116510,Frequent Buyers 35-50,10911,105599,21490,4032,707,20.35,3.82,18.76,0.67
710,2024-02-11,Clearance Sale,General Audience,125067,General Audience,9838,115229,29592,8349,6843,25.68,7.25,28.21,5.94
711,2024-02-18,New Product Launch,Shopaholics 25-44,117772,Shopaholics 25-44,10173,107599,26542,8158,5492,24.67,7.58,30.74,5.1
712,2024-08-18,Seasonal Discount,General Audience,65904,General Audience,5084,60820,13260,4470,2681,21.8,7.35,33.71,4.41
713,2025-05-16,Holiday Follow Up,Women 25-34,76824,Women 25-34,6229,70595,20261,5730,3747,28.7,8.12,28.28,5.31
714,2024-06-12,Beta Testing Launch,Frequent Buyers 35-50,79795,Frequent Buyers 35-50,6905,72890,12752,4309,3280,17.49,5.91,33.79,4.5
715,2024-08-05,New Product Launch,Young Professionals 25-40,82077,Young Professionals 25-40,5017,77060,12812,5356,5170,16.63,6.95,41.8,6.71
716,2024-09-11,Brand Awareness,Shopaholics 25-44,95463,Shopaholics 25-44,6220,89243,26317,8414,3080,29.49,9.43,31.97,3.45
717,2025-06-17,Seasonal Discount,Frequent Buyers 35-50,57103,Frequent Buyers 35-50,3979,53124,15783,6084,2440,29.71,11.45,38.55,4.59
718,2024-07-05,Holiday Follow Up,General Audience,199199,General Audience,13374,185825,42449,6831,3667,22.84,3.68,16.09,1.97
719,2024-06-29,Loyalty Program,Fitness Enthusiasts 18-40,95790,Fitness Enthusiasts 18-40,7872,87918,16171,7234,5780,18.39,8.23,44.73,6.57
720,2024-12-06,New Product Launch,Previous Customers,57514,Previous Customers,4091,53423,8453,3712,1934,15.82,6.95,43.91,3.62
721,2025-01-06,Clearance Sale,General Audience,89315,General Audience,7087,82228,15141,4561,701,18.41,5.55,30.12,0.85
722,2025-02-12,Holiday Follow Up,Shopaholics 25-44,100431,Shopaholics 25-44,9620,90811,26971,2879,5236,29.7,3.17,10.67,5.77
723,2024-02-20,New Product Launch,Frequent Buyers 35-50,168658,Frequent Buyers 35-50,14853,153805,33389,9333,2473,21.71,6.07,27.95,1.61
724,2024-03-04,Loyalty Program,Shopaholics 25-44,65052,Shopaholics 25-44,3345,61707,13621,6264,4232,22.07,10.15,45.99,6.86
725,2025-04-17,Clearance Sale,Fitness Enthusiasts 18-40,56514,Fitness Enthusiasts 18-40,5402,51112,10624,6004,2365,20.79,11.75,56.51,4.63
726,2024-09-14,Fitness Gear Promo,Young Professionals 25-40,89830,Young Professionals 25-40,6315,83515,20637,7886,1782,24.71,9.44,38.21,2.13
727,2024-10-08,Major Shopping Event,Young Professionals 25-40,80229,Young Professionals 25-40,7595,72634,11101,3479,4199,15.28,4.79,31.34,5.78
728,2024-06-10,Beta Testing Launch,Tech Enthusiasts 18-45,131939,Tech Enthusiasts 18-45,9062,122877,32890,5580,4681,26.77,4.54,16.97,3.81
729,2025-01-24,Major Shopping Event,Young Professionals 25-40,169906,Young Professionals 25-40,9899,160007,31089,9276,9105,19.43,5.8,29.84,5.69
730,2024-08-18,Sustainability Product Launch,Environment Advocates,102350,Environment Advocates,5919,96431,27314,9107,639,28.33,9.44,33.34,0.66
731,2025-05-28,Holiday Follow Up,Shopaholics 25-44,82488,Shopaholics 25-44,8176,74312,20373,8710,4454,27.42,11.72,42.75,5.99
732,2025-02-14,Loyalty Program,Shopaholics 25-44,186148,Shopaholics 25-44,18234,167914,36512,16772,3218,21.74,9.99,45.94,1.92
733,2024-11-02,Brand Awareness,General Audience,186019,General Audience,10931,175088,34543,19331,9814,19.73,11.04,55.96,5.61
734,2024-01-31,Seasonal Discount,Young Adults 20-30,163713,Young Adults 20-30,9742,153971,24273,16969,4387,15.76,11.02,69.91,2.85
735,2024-02-01,School Supplies Promo,Young Adults 20-30,141137,Young Adults 20-30,8071,133066,37466,11676,3062,28.16,8.78,31.16,2.3
736,2024-11-04,Beta Testing Launch,Frequent Buyers 35-50,134736,Frequent Buyers 35-50,12887,121849,26673,6112,1361,21.89,5.02,22.91,1.12
737,2025-02-11,Seasonal Discount,Young Adults 20-30,114377,Young Adults 20-30,8396,105981,20549,7361,5653,19.39,6.95,35.82,5.33
738,2025-05-08,Loyalty Program,Parents 30-50,91404,Parents 30-50,7322,84082,17432,5479,1153,20.73,6.52,31.43,1.37
739,2024-05-16,Seasonal Discount,General Audience,162349,General Audience,14161,148188,23527,8537,6007,15.88,5.76,36.29,4.05
740,2024-12-10,Loyalty Program,Tech Enthusiasts 18-45,93304,Tech Enthusiasts 18-45,9109,84195,22332,3357,551,26.52,3.99,15.03,0.66
741,2024-12-27,Brand Awareness,Shopaholics 25-44,89674,Shopaholics 25-44,6447,83227,21348,6101,4275,25.65,7.33,28.58,5.14
742,2024-08-06,New Product Launch,Parents 30-50,69267,Parents 30-50,4037,65230,14377,7521,1837,22.04,11.53,52.31,2.82
743,2024-09-24,Seasonal Discount,Young Professionals 25-40,121505,Young Professionals 25-40,9655,111850,28277,3856,4476,25.28,3.45,13.64,4.0
744,2025-07-28,Sustainability Product Launch,Previous Customers,191559,Previous Customers,15604,175955,29989,12109,12218,17.04,6.88,40.38,6.94
745,2024-06-21,Clearance Sale,Tech Enthusiasts 18-45,98047,Tech Enthusiasts 18-45,6299,91748,23050,8502,4080,25.12,9.27,36.89,4.45
746,2024-05-11,Loyalty Program,Young Professionals 25-40,131732,Young Professionals 25-40,7314,124418,34949,4150,5491,28.09,3.34,11.87,4.41
747,2024-06-01,Seasonal Discount,Environment Advocates,80507,Environment Advocates,6633,73874,17912,7716,2933,24.25,10.45,43.08,3.97
748,2025-03-29,Clearance Sale,Shopaholics 25-44,91649,Shopaholics 25-44,4917,86732,20428,5397,3789,23.55,6.22,26.42,4.37
749,2025-07-14,Seasonal Discount,Fitness Enthusiasts 18-40,142791,Fitness Enthusiasts 18-40,11016,131775,36726,4529,2100,27.87,3.44,12.33,1.59
750,2025-02-25,Seasonal Discount,Previous Customers,129540,Previous Customers,8378,121162,20364,6206,8030,16.81,5.12,30.48,6.63
751,2024-02-22,Sustainability Product Launch,Frequent Buyers 35-50,186082,Frequent Buyers 35-50,18216,167866,32531,6490,4011,19.38,3.87,19.95,2.39
752,2024-05-10,New Product Launch,Fitness Enthusiasts 18-40,149423,Fitness Enthusiasts 18-40,13606,135817,26695,5540,8070,19.66,4.08,20.75,5.94
753,2024-04-23,Seasonal Discount,Fitness Enthusiasts 18-40,101730,Fitness Enthusiasts 18-40,9777,91953,17637,5355,2559,19.18,5.82,30.36,2.78
754,2025-03-19,Brand Awareness,Fitness Enthusiasts 18-40,151779,Fitness Enthusiasts 18-40,8011,143768,26269,16904,5321,18.27,11.76,64.35,3.7
755,2025-06-17,New Product Launch,Parents 30-50,73118,Parents 30-50,3920,69198,20664,6241,2721,29.86,9.02,30.2,3.93
756,2024-12-04,Holiday Sales Event,Parents 30-50,95476,Parents 30-50,6130,89346,17489,6567,4790,19.58,7.35,37.55,5.36
757,2025-04-27,Fitness Gear Promo,Shopaholics 25-44,70032,Shopaholics 25-44,4564,65468,11410,7670,3203,17.43,11.72,67.22,4.89
758,2024-07-29,Holiday Sales Event,Tech Enthusiasts 18-45,50394,Tech Enthusiasts 18-45,4843,45551,13366,1925,1974,29.34,4.23,14.4,4.33
759,2024-10-15,Beta Testing Launch,Seniors 55+,52820,Seniors 55+,4650,48170,11549,5501,2550,23.98,11.42,47.63,5.3
760,2025-05-25,Holiday Sales Event,General Audience,154742,General Audience,12133,142609,40462,6587,5312,28.37,4.62,16.28,3.73
761,2025-05-06,School Supplies Promo,Environment Advocates,184575,Environment Advocates,14546,170029,42768,13295,6231,25.15,7.82,31.09,3.67
762,2024-02-21,Seasonal Discount,Shopaholics 25-44,62695,Shopaholics 25-44,4464,58231,14613,6361,1673,25.1,10.92,43.53,2.87
763,2024-10-14,Loyalty Program,Previous Customers,94382,Previous Customers,9011,85371,24369,5381,840,28.55,6.3,22.08,0.98
764,2024-10-25,Brand Awareness,Shopaholics 25-44,72477,Shopaholics 25-44,6993,65484,15191,2384,1571,23.2,3.64,15.69,2.4
765,2025-06-11,Beta Testing Launch,Seniors 55+,188873,Seniors 55+,16314,172559,47100,5187,8723,27.3,3.01,11.01,5.06
766,2024-10-14,Loyalty Program,Young Professionals 25-40,53670,Young Professionals 25-40,5304,48366,9661,5038,1256,19.97,10.42,52.15,2.6
767,2025-06-05,Beta Testing Launch,Shopaholics 25-44,67494,Shopaholics 25-44,3411,64083,9902,5084,1364,15.45,7.93,51.34,2.13
768,2024-06-22,School Supplies Promo,Women 25-34,142099,Women 25-34,7884,134215,26214,6486,6835,19.53,4.83,24.74,5.09
769,2024-12-08,Loyalty Program,Young Adults 20-30,141109,Young Adults 20-30,14023,127086,33492,4366,8695,26.35,3.44,13.04,6.84
770,2024-11-21,Fitness Gear Promo,General Audience,113777,General Audience,8851,104926,26127,8446,2612,24.9,8.05,32.33,2.49
771,2024-10-15,Brand Awareness,Tech Enthusiasts 18-45,181864,Tech Enthusiasts 18-45,16154,165710,36095,5452,8677,21.78,3.29,15.1,5.24
772,2025-03-16,Holiday Sales Event,Shopaholics 25-44,78756,Shopaholics 25-44,6758,71998,12629,6823,1428,17.54,9.48,54.03,1.98
