campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
578,2024-11-02,Loyalty Program,Previous Customers,144686,Previous Customers,11353,133333,32521,12093,6217,24.39,9.07,37.19,4.66
579,2024-05-25,Sustainability Product Launch,General Audience,145037,General Audience,9324,135713,20660,6221,5449,15.22,4.58,30.11,4.02
580,2024-07-30,Loyalty Program,Women 25-34,127456,Women 25-34,11808,115648,30104,10832,7124,26.03,9.37,35.98,6.16
581,2024-10-20,Beta Testing Launch,General Audience,93694,General Audience,7046,86648,16228,4371,4874,18.73,5.05,26.93,5.63
582,2024-09-04,Fitness Gear Promo,Environment Advocates,135083,Environment Advocates,13149,121934,31212,12545,1591,25.6,10.29,40.19,1.31
583,2025-02-27,Holiday Follow Up,Tech Enthusiasts 18-45,102740,Tech Enthusiasts 18-45,9914,92826,23131,9089,5832,24.92,9.79,39.29,6.28
584,2024-11-06,Beta Testing Launch,Seniors 55+,97908,Seniors 55+,6511,91397,21999,4990,909,24.07,5.46,22.68,1.0
585,2024-08-19,School Supplies Promo,Women 25-34,75428,Women 25-34,6175,69253,16392,5825,4537,23.67,8.41,35.54,6.55
586,2025-07-12,Holiday Follow Up,Environment Advocates,92406,Environment Advocates,6940,85466,20513,4847,5404,24.0,5.67,23.63,6.32
587,2024-02-19,Major Shopping Event,Shopaholics 25-44,72942,Shopaholics 25-44,4865,68077,10860,5622,2602,15.95,8.26,51.77,3.82
588,2024-03-05,School Supplies Promo,Previous Customers,180674,Previous Customers,13378,167296,46310,12690,9101,27.68,7.59,27.4,5.44
589,2025-01-17,Holiday Follow Up,Fitness Enthusiasts 18-40,100251,Fitness Enthusiasts 18-40,7912,92339,21987,8561,6408,23.81,9.27,38.94,6.94
590,2024-03-09,Sustainability Product Launch,Seniors 55+,61148,Seniors 55+,3732,57416,12408,6483,2930,21.61,11.29,52.25,5.1
591,2024-04-22,Holiday Follow Up,Environment Advocates,70962,Environment Advocates,3857,67105,11547,3249,1036,17.21,4.84,28.14,1.55
592,2024-08-13,Loyalty Program,Frequent Buyers 35-50,88587,Frequent Buyers 35-50,5984,82603,18501,3589,5263,22.4,4.35,19.4,6.37
593,2025-07-19,Loyalty Program,Seniors 55+,63126,Seniors 55+,3867,59259,9260,4828,1679,15.63,8.15,52.14,2.83
594,2024-04-21,Fitness Gear Promo,Young Professionals 25-40,156365,Young Professionals 25-40,8107,148258,29060,14303,2894,19.6,9.65,49.22,1.95
595,2024-07-19,Sustainability Product Launch,Young Professionals 25-40,185769,Young Professionals 25-40,12039,173730,41627,7962,12139,23.96,4.58,19.13,6.99
596,2025-01-30,Seasonal Discount,Frequent Buyers 35-50,132843,Frequent Buyers 35-50,11403,121440,33354,3683,1357,27.47,3.03,11.04,1.12
597,2025-01-10,Holiday Follow Up,Seniors 55+,92083,Seniors 55+,7618,84465,19979,6927,1208,23.65,8.2,34.67,1.43
598,2024-06-17,Major Shopping Event,Young Professionals 25-40,156086,Young Professionals 25-40,12997,143089,35701,14903,3836,24.95,10.42,41.74,2.68
599,2025-06-20,Holiday Sales Event,Young Professionals 25-40,80073,Young Professionals 25-40,4676,75397,13120,8037,1854,17.4,10.66,61.26,2.46
600,2024-10-04,Beta Testing Launch,Seniors 55+,113227,Seniors 55+,10721,102506,30571,3411,3790,29.82,3.33,11.16,3.7
601,2024-06-22,Beta Testing Launch,Young Professionals 25-40,186811,Young Professionals 25-40,10590,176221,31148,20908,10571,17.68,11.87,67.12,6.0
602,2025-05-20,School Supplies Promo,Tech Enthusiasts 18-45,75786,Tech Enthusiasts 18-45,5659,70127,20478,8275,3399,29.2,11.8,40.41,4.85
603,2024-02-05,Sustainability Product Launch,Previous Customers,52872,Previous Customers,3623,49249,14574,2932,752,29.59,5.95,20.12,1.53
604,2024-05-28,Sustainability Product Launch,Parents 30-50,56453,Parents 30-50,2824,53629,9705,5641,2547,18.1,10.52,58.12,4.75
605,2024-09-22,Brand Awareness,Parents 30-50,193187,Parents 30-50,16541,176646,46520,9322,5829,26.34,5.28,20.04,3.3
606,2024-03-15,Clearance Sale,Shopaholics 25-44,64611,Shopaholics 25-44,4863,59748,10449,2155,3357,17.49,3.61,20.62,5.62
607,2025-05-19,Brand Awareness,Fitness Enthusiasts 18-40,166878,Fitness Enthusiasts 18-40,15730,151148,24998,6656,3032,16.54,4.4,26.63,2.01
608,2024-08-24,Sustainability Product Launch,Young Adults 20-30,131044,Young Adults 20-30,7786,123258,31438,8414,5929,25.51,6.83,26.76,4.81
609,2024-05-25,Brand Awareness,Environment Advocates,153973,Environment Advocates,8356,145617,34858,10483,5531,23.94,7.2,30.07,3.8
610,2025-06-22,Beta Testing Launch,Frequent Buyers 35-50,51492,Frequent Buyers 35-50,3609,47883,9516,1824,1748,19.87,3.81,19.17,3.65
611,2025-05-18,School Supplies Promo,Parents 30-50,157590,Parents 30-50,11548,146042,29335,10261,1475,20.09,7.03,34.98,1.01
612,2025-06-06,Sustainability Product Launch,Frequent Buyers 35-50,50105,Frequent Buyers 35-50,5004,45101,10844,2045,1208,24.05,4.54,18.86,2.68
613,2024-10-01,Loyalty Program,Frequent Buyers 35-50,133984,Frequent Buyers 35-50,9530,124454,23056,7220,6833,18.53,5.8,31.32,5.49
614,2025-04-12,Clearance Sale,Frequent Buyers 35-50,72670,Frequent Buyers 35-50,5486,67184,10545,7163,1701,15.7,10.66,67.93,2.53
615,2024-12-26,Brand Awareness,Frequent Buyers 35-50,129494,Frequent Buyers 35-50,10583,118911,23354,5100,6571,19.64,4.29,21.84,5.53
616,2024-04-22,Loyalty Program,Shopaholics 25-44,136900,Shopaholics 25-44,12005,124895,33991,14938,5446,27.22,11.96,43.95,4.36
617,2025-01-05,Sustainability Product Launch,Environment Advocates,120647,Environment Advocates,9954,110693,22678,13247,2279,20.49,11.97,58.41,2.06
618,2025-06-07,Clearance Sale,Young Professionals 25-40,162875,Young Professionals 25-40,13244,149631,29857,5302,10068,19.95,3.54,17.76,6.73
619,2025-01-28,Major Shopping Event,Fitness Enthusiasts 18-40,170723,Fitness Enthusiasts 18-40,11425,159298,34283,12744,2029,21.52,8.0,37.17,1.27
620,2024-10-11,Major Shopping Event,Fitness Enthusiasts 18-40,59212,Fitness Enthusiasts 18-40,4578,54634,12298,3650,3089,22.51,6.68,29.68,5.66
621,2024-12-18,Brand Awareness,Seniors 55+,149913,Seniors 55+,9866,140047,39541,13760,8256,28.23,9.83,34.8,5.9
622,2025-05-30,School Supplies Promo,Shopaholics 25-44,67385,Shopaholics 25-44,4128,63257,12899,3974,1094,20.39,6.28,30.81,1.73
623,2024-09-28,School Supplies Promo,Parents 30-50,111032,Parents 30-50,10182,100850,26355,11096,1456,26.13,11.0,42.1,1.44
624,2025-05-18,Sustainability Product Launch,Young Adults 20-30,61358,Young Adults 20-30,5864,55494,15955,6008,1343,28.75,10.83,37.66,2.42
625,2025-06-28,Seasonal Discount,General Audience,107290,General Audience,9584,97706,26967,11054,6520,27.6,11.31,40.99,6.67
626,2025-06-29,Beta Testing Launch,Tech Enthusiasts 18-45,185434,Tech Enthusiasts 18-45,14192,171242,40375,13808,7428,23.58,8.06,34.2,4.34
627,2025-01-24,Fitness Gear Promo,Shopaholics 25-44,162271,Shopaholics 25-44,13536,148735,38313,6716,7906,25.76,4.52,17.53,5.32
628,2025-06-04,School Supplies Promo,Young Professionals 25-40,130758,Young Professionals 25-40,8413,122345,26790,5796,4810,21.9,4.74,21.63,3.93
629,2024-12-18,Brand Awareness,Parents 30-50,59599,Parents 30-50,3779,55820,9772,2623,714,17.51,4.7,26.84,1.28
630,2024-07-05,School Supplies Promo,Shopaholics 25-44,121018,Shopaholics 25-44,8535,112483,33546,10077,6818,29.82,8.96,30.04,6.06
631,2024-02-07,Major Shopping Event,General Audience,97941,General Audience,9594,88347,21098,5673,6158,23.88,6.42,26.89,6.97
632,2025-03-04,Fitness Gear Promo,Young Adults 20-30,150680,Young Adults 20-30,13077,137603,25310,6255,4901,18.39,4.55,24.71,3.56
633,2025-05-03,Clearance Sale,Young Adults 20-30,85951,Young Adults 20-30,5222,80729,15146,8764,2031,18.76,10.86,57.86,2.52
634,2024-02-11,Fitness Gear Promo,Shopaholics 25-44,144107,Shopaholics 25-44,7280,136827,32477,15658,9119,23.74,11.44,48.21,6.66
635,2024-06-30,Brand Awareness,Tech Enthusiasts 18-45,129259,Tech Enthusiasts 18-45,7471,121788,19167,12839,3928,15.74,10.54,66.98,3.23
636,2025-04-24,New Product Launch,Shopaholics 25-44,87105,Shopaholics 25-44,5135,81970,16657,2765,3195,20.32,3.37,16.6,3.9
637,2024-05-24,New Product Launch,Environment Advocates,89776,Environment Advocates,6219,83557,22129,9435,1177,26.48,11.29,42.64,1.41
638,2024-03-29,School Supplies Promo,General Audience,155031,General Audience,12029,143002,34069,8957,9455,23.82,6.26,26.29,6.61
639,2024-04-03,Loyalty Program,Women 25-34,68894,Women 25-34,6386,62508,13801,4809,2846,22.08,7.69,34.85,4.55
640,2025-06-09,Beta Testing Launch,Fitness Enthusiasts 18-40,54224,Fitness Enthusiasts 18-40,4470,49754,14521,2083,817,29.19,4.19,14.34,1.64
641,2024-05-28,New Product Launch,Seniors 55+,186525,Seniors 55+,16867,169658,26985,18784,6509,15.91,11.07,69.61,3.84
642,2024-03-11,School Supplies Promo,Tech Enthusiasts 18-45,158217,Tech Enthusiasts 18-45,11305,146912,32382,12761,9702,22.04,8.69,39.41,6.6
643,2024-09-10,New Product Launch,Women 25-34,72665,Women 25-34,5243,67422,10521,3637,2535,15.61,5.39,34.57,3.76
644,2024-10-14,Beta Testing Launch,Parents 30-50,160495,Parents 30-50,15979,144516,39600,9478,4568,27.4,6.56,23.93,3.16
645,2024-05-11,School Supplies Promo,Seniors 55+,181832,Seniors 55+,17240,164592,44038,13577,5067,26.76,8.25,30.83,3.08
646,2024-03-10,Major Shopping Event,Previous Customers,88417,Previous Customers,4565,83852,24941,7118,4171,29.74,8.49,28.54,4.97
647,2024-07-03,Holiday Follow Up,Young Professionals 25-40,146150,Young Professionals 25-40,12563,133587,21750,6050,4602,16.28,4.53,27.82,3.45
648,2025-05-14,New Product Launch,Frequent Buyers 35-50,159788,Frequent Buyers 35-50,13342,146446,37578,14282,1453,25.66,9.75,38.01,0.99
649,2024-05-23,Brand Awareness,Fitness Enthusiasts 18-40,192431,Fitness Enthusiasts 18-40,15722,176709,51252,17850,7438,29.0,10.1,34.83,4.21
650,2024-02-21,Clearance Sale,Shopaholics 25-44,186964,Shopaholics 25-44,16720,170244,28320,10854,2796,16.64,6.38,38.33,1.64
651,2025-02-23,Loyalty Program,Previous Customers,82426,Previous Customers,6383,76043,15734,3469,2381,20.69,4.56,22.05,3.13
652,2024-06-21,Holiday Follow Up,General Audience,157571,General Audience,15431,142140,34000,12633,3481,23.92,8.89,37.16,2.45
653,2024-08-24,Brand Awareness,Seniors 55+,115416,Seniors 55+,10938,104478,21634,6690,1437,20.71,6.4,30.92,1.38
654,2024-02-17,Clearance Sale,General Audience,110986,General Audience,8746,102240,26662,9568,5116,26.08,9.36,35.89,5.0
655,2025-07-06,Beta Testing Launch,Seniors 55+,187075,Seniors 55+,14136,172939,50671,6250,1474,29.3,3.61,12.33,0.85
656,2025-02-16,School Supplies Promo,Fitness Enthusiasts 18-40,180984,Fitness Enthusiasts 18-40,14668,166316,49413,5710,6938,29.71,3.43,11.56,4.17
657,2025-01-23,Holiday Sales Event,Shopaholics 25-44,104931,Shopaholics 25-44,10059,94872,27142,10410,6299,28.61,10.97,38.35,6.64
658,2025-01-06,Sustainability Product Launch,Young Adults 20-30,141058,Young Adults 20-30,11313,129745,25955,11968,8210,20.01,9.22,46.11,6.33
659,2024-07-14,Loyalty Program,Young Professionals 25-40,156248,Young Professionals 25-40,12408,143840,30054,7506,7031,20.89,5.22,24.98,4.89
660,2025-02-18,School Supplies Promo,Previous Customers,138469,Previous Customers,6993,131476,29546,15397,3441,22.47,11.71,52.11,2.62
661,2024-07-02,Holiday Sales Event,Young Adults 20-30,96275,Young Adults 20-30,9493,86782,20847,4026,4285,24.02,4.64,19.31,4.94
662,2025-02-12,Holiday Sales Event,Fitness Enthusiasts 18-40,142036,Fitness Enthusiasts 18-40,11378,130658,26861,4843,3949,20.56,3.71,18.03,3.02
663,2025-01-10,Seasonal Discount,Environment Advocates,80667,Environment Advocates,5804,74863,15217,4100,539,20.33,5.48,26.94,0.72
664,2024-12-15,Brand Awareness,Shopaholics 25-44,171641,Shopaholics 25-44,9537,162104,40753,18846,10055,25.14,11.63,46.24,6.2
665,2024-03-01,Seasonal Discount,Women 25-34,89617,Women 25-34,5662,83955,16898,4393,1967,20.13,5.23,26.0,2.34
666,2024-09-30,Holiday Follow Up,Women 25-34,192505,Women 25-34,14015,178490,34451,6407,3445,19.3,3.59,18.6,1.93
667,2025-03-31,Fitness Gear Promo,Frequent Buyers 35-50,105438,Frequent Buyers 35-50,7315,98123,22302,8221,5789,22.73,8.38,36.86,5.9
668,2025-02-21,School Supplies Promo,Women 25-34,196111,Women 25-34,15168,180943,54271,9027,7584,29.99,4.99,16.63,4.19
669,2025-05-22,Brand Awareness,Shopaholics 25-44,164959,Shopaholics 25-44,16430,148529,32342,10635,2532,21.78,7.16,32.88,1.7
670,2024-07-04,New Product Launch,Previous Customers,70254,Previous Customers,6508,63746,16428,5727,2953,25.77,8.98,34.86,4.63
671,2024-09-10,Sustainability Product Launch,Fitness Enthusiasts 18-40,198825,Fitness Enthusiasts 18-40,17433,181392,31999,20229,7855,17.64,11.15,63.22,4.33
672,2024-01-27,New Product Launch,Previous Customers,76676,Previous Customers,6859,69817,19057,5424,3904,27.3,7.77,28.46,5.59
673,2024-08-17,Brand Awareness,Parents 30-50,69735,Parents 30-50,4260,65475,10730,3956,2572,16.39,6.04,36.87,3.93
674,2025-07-25,Loyalty Program,Young Professionals 25-40,71318,Young Professionals 25-40,6978,64340,12126,5736,3463,18.85,8.92,47.3,5.38
675,2024-06-13,Brand Awareness,Frequent Buyers 35-50,173994,Frequent Buyers 35-50,11642,162352,44208,10455,2877,27.23,6.44,23.65,1.77
676,2024-08-24,Sustainability Product Launch,Frequent Buyers 35-50,63639,Frequent Buyers 35-50,4438,59201,13662,1800,3491,23.08,3.04,13.18,5.9
677,2024-04-15,Holiday Follow Up,Young Professionals 25-40,67849,Young Professionals 25-40,3885,63964,12682,6317,1371,19.83,9.88,49.81,2.14
678,2024-11-15,Sustainability Product Launch,Frequent Buyers 35-50,94747,Frequent Buyers 35-50,5604,89143,20402,3069,4358,22.89,3.44,15.04,4.89
679,2025-05-27,Loyalty Program,Women 25-34,69956,Women 25-34,5937,64019,11981,5627,4307,18.71,8.79,46.97,6.73
680,2025-06-06,Brand Awareness,Young Professionals 25-40,145442,Young Professionals 25-40,13799,131643,33501,8406,1067,25.45,6.39,25.09,0.81
681,2025-06-05,School Supplies Promo,Frequent Buyers 35-50,128912,Frequent Buyers 35-50,10755,118157,28541,8992,663,24.16,7.61,31.51,0.56
682,2024-05-26,Holiday Sales Event,Environment Advocates,138654,Environment Advocates,10320,128334,27157,7453,3613,21.16,5.81,27.44,2.82
683,2025-07-07,Holiday Sales Event,Tech Enthusiasts 18-45,145578,Tech Enthusiasts 18-45,10495,135083,23536,14285,1873,17.42,10.58,60.69,1.39
684,2024-05-10,Brand Awareness,Parents 30-50,130185,Parents 30-50,9851,120334,18684,7063,7716,15.53,5.87,37.8,6.41
685,2025-04-19,Loyalty Program,Previous Customers,115153,Previous Customers,10880,104273,25773,4216,2001,24.72,4.04,16.36,1.92
686,2025-02-19,Brand Awareness,Previous Customers,84840,Previous Customers,6836,78004,16033,7099,2424,20.55,9.1,44.28,3.11
687,2025-02-16,Seasonal Discount,Seniors 55+,195410,Seniors 55+,19370,176040,33239,18301,9064,18.88,10.4,55.06,5.15
688,2024-05-26,Sustainability Product Launch,Young Professionals 25-40,124706,Young Professionals 25-40,9675,115031,33239,9656,3146,28.9,8.39,29.05,2.74
689,2024-09-09,Holiday Sales Event,Tech Enthusiasts 18-45,90400,Tech Enthusiasts 18-45,5039,85361,23884,7425,1576,27.98,8.7,31.09,1.85
690,2025-03-25,Holiday Follow Up,Young Adults 20-30,70942,Young Adults 20-30,3550,67392,18440,3674,2915,27.36,5.45,19.92,4.33
691,2025-06-30,Seasonal Discount,Parents 30-50,169682,Parents 30-50,14544,155138,44507,14883,4503,28.69,9.59,33.44,2.9
692,2025-07-08,New Product Launch,Environment Advocates,197714,Environment Advocates,18324,179390,43768,11856,4142,24.4,6.61,27.09,2.31
693,2024-02-01,Loyalty Program,Previous Customers,57857,Previous Customers,4342,53515,11860,4037,1092,22.16,7.54,34.04,2.04
694,2024-10-16,Clearance Sale,Environment Advocates,79889,Environment Advocates,6056,73833,14285,7088,4439,19.35,9.6,49.62,6.01
695,2025-02-08,Sustainability Product Launch,Tech Enthusiasts 18-45,154659,Tech Enthusiasts 18-45,12654,142005,40798,12978,7662,28.73,9.14,31.81,5.4
696,2024-10-02,Holiday Sales Event,Tech Enthusiasts 18-45,133099,Tech Enthusiasts 18-45,12460,120639,21582,10926,6713,17.89,9.06,50.63,5.57
697,2025-03-09,Holiday Sales Event,Parents 30-50,123333,Parents 30-50,6503,116830,29771,10912,2212,25.48,9.34,36.65,1.89
698,2024-10-06,Fitness Gear Promo,Women 25-34,56151,Women 25-34,4435,51716,8910,5309,1287,17.23,10.27,59.58,2.49
699,2025-06-23,Major Shopping Event,Fitness Enthusiasts 18-40,100772,Fitness Enthusiasts 18-40,6932,93840,22234,6590,975,23.69,7.02,29.64,1.04
700,2024-05-22,Holiday Sales Event,Parents 30-50,178474,Parents 30-50,11333,167141,31967,8432,7194,19.13,5.04,26.38,4.3
701,2024-10-25,Loyalty Program,Tech Enthusiasts 18-45,90903,Tech Enthusiasts 18-45,7682,83221,21525,7150,1642,25.87,8.59,33.22,1.97
702,2025-01-23,Major Shopping Event,Previous Customers,133333,Previous Customers,6894,126439,31724,5925,3015,25.09,4.69,18.68,2.39
703,2025-06-11,School Supplies Promo,Environment Advocates,124390,Environment Advocates,7882,116508,32974,13371,3788,28.3,11.48,40.55,3.25
704,2025-07-04,Brand Awareness,Previous Customers,74405,Previous Customers,6844,67561,19769,5684,3969,29.26,8.41,28.75,5.88
705,2024-11-24,Clearance Sale,Parents 30-50,50330,Parents 30-50,4808,45522,10403,3743,1767,22.85,8.22,35.98,3.88
706,2024-08-09,Sustainability Product Launch,Young Adults 20-30,52013,Young Adults 20-30,5043,46970,13213,1997,236,28.13,4.25,15.11,0.5
707,2025-04-17,Holiday Sales Event,General Audience,126292,General Audience,7791,118501,21573,7615,4104,18.21,6.43,35.3,3.46
708,2025-01-21,Loyalty Program,Frequent Buyers 35-50,63143,Frequent Buyers 35-50,4482,58661,15622,2043,3400,26.63,3.48,13.08,5.8
709,2024-12-10,Major Shopping Event,Young Adults 20-30,197443,Young Adults 20-30,18079,179364,34862,12666,9754,19.44,7.06,36.33,5.44
710,2025-01-10,New Product Launch,Environment Advocates,196802,Environment Advocates,17217,179585,32579,13688,11916,18.14,7.62,42.01,6.64
711,2025-04-30,Major Shopping Event,Parents 30-50,62208,Parents 30-50,4690,57518,12798,5326,3659,22.25,9.26,41.62,6.36
712,2024-08-22,Fitness Gear Promo,Fitness Enthusiasts 18-40,82973,Fitness Enthusiasts 18-40,5838,77135,11630,4221,3084,15.08,5.47,36.29,4.0
713,2024-12-08,Major Shopping Event,Seniors 55+,158963,Seniors 55+,9585,149378,30944,17378,8708,20.72,11.63,56.16,5.83
714,2024-07-12,Holiday Follow Up,Shopaholics 25-44,176285,Shopaholics 25-44,10405,165880,31058,5472,4025,18.72,3.3,17.62,2.43
715,2024-03-05,Loyalty Program,Young Professionals 25-40,130753,Young Professionals 25-40,12004,118749,26255,11301,2988,22.11,9.52,43.04,2.52
716,2024-03-05,Sustainability Product Launch,Tech Enthusiasts 18-45,65206,Tech Enthusiasts 18-45,6251,58955,15293,5818,4015,25.94,9.87,38.04,6.81
717,2025-07-05,Holiday Follow Up,Frequent Buyers 35-50,179715,Frequent Buyers 35-50,10107,169608,26495,11644,7678,15.62,6.87,43.95,4.53
718,2024-06-30,New Product Launch,Environment Advocates,95809,Environment Advocates,8476,87333,16618,5197,5738,19.03,5.95,31.27,6.57
719,2025-01-26,Seasonal Discount,Young Adults 20-30,127205,Young Adults 20-30,7381,119824,31124,10577,1300,25.98,8.83,33.98,1.09
720,2025-07-14,Holiday Sales Event,Young Adults 20-30,175267,Young Adults 20-30,10642,164625,33589,11826,5857,20.4,7.18,35.21,3.56
721,2024-10-22,New Product Launch,General Audience,77174,General Audience,5710,71464,11145,3346,1840,15.6,4.68,30.02,2.58
722,2025-02-07,Loyalty Program,Young Adults 20-30,76260,Young Adults 20-30,4424,71836,13296,8345,3569,18.51,11.62,62.76,4.97
723,2024-08-31,School Supplies Promo,Shopaholics 25-44,120058,Shopaholics 25-44,10027,110031,26653,7307,6407,24.22,6.64,27.42,5.82
724,2025-01-03,Beta Testing Launch,Women 25-34,76060,Women 25-34,6670,69390,20800,4000,3755,29.98,5.77,19.23,5.41
725,2024-06-16,School Supplies Promo,Parents 30-50,154677,Parents 30-50,8907,145770,42241,14461,2777,28.98,9.92,34.23,1.91
726,2024-02-16,Seasonal Discount,Women 25-34,122000,Women 25-34,11705,110295,24485,8224,2333,22.2,7.46,33.59,2.12
727,2024-11-02,Seasonal Discount,Tech Enthusiasts 18-45,60199,Tech Enthusiasts 18-45,5748,54451,8774,3959,1086,16.12,7.27,45.12,1.99
728,2024-08-25,Fitness Gear Promo,Frequent Buyers 35-50,162662,Frequent Buyers 35-50,9064,153598,40613,15434,3275,26.44,10.05,38.0,2.13
729,2025-02-15,Beta Testing Launch,Previous Customers,195115,Previous Customers,14076,181039,44421,7647,5431,24.54,4.22,17.21,3.0
730,2024-12-11,Clearance Sale,Parents 30-50,75335,Parents 30-50,4938,70397,13012,3217,3498,18.49,4.57,24.72,4.97
731,2025-04-22,School Supplies Promo,Tech Enthusiasts 18-45,74942,Tech Enthusiasts 18-45,6736,68206,18530,3411,503,27.17,5.0,18.41,0.74
732,2024-04-03,School Supplies Promo,Parents 30-50,135294,Parents 30-50,10907,124387,20732,5222,1324,16.67,4.2,25.19,1.06
733,2025-04-03,Brand Awareness,Frequent Buyers 35-50,102319,Frequent Buyers 35-50,7236,95083,24124,4103,3234,25.37,4.32,17.01,3.4
734,2025-07-18,Fitness Gear Promo,Frequent Buyers 35-50,123389,Frequent Buyers 35-50,8638,114751,18294,4506,7678,15.94,3.93,24.63,6.69
735,2025-07-10,Major Shopping Event,Previous Customers,170885,Previous Customers,11360,159525,29897,15547,9032,18.74,9.75,52.0,5.66
736,2024-10-23,Beta Testing Launch,Fitness Enthusiasts 18-40,131597,Fitness Enthusiasts 18-40,10673,120924,22425,10312,7554,18.55,8.53,45.98,6.25
737,2024-03-14,Clearance Sale,Women 25-34,71890,Women 25-34,5638,66252,11362,7234,1093,17.15,10.92,63.67,1.65
738,2024-07-30,Holiday Sales Event,Tech Enthusiasts 18-45,194935,Tech Enthusiasts 18-45,10980,183955,29566,16287,5285,16.07,8.85,55.09,2.87
739,2024-03-13,New Product Launch,Environment Advocates,180445,Environment Advocates,18017,162428,24632,8136,3920,15.17,5.01,33.03,2.41
740,2024-08-09,New Product Launch,General Audience,130229,General Audience,7751,122478,34940,8418,6028,28.53,6.87,24.09,4.92
741,2024-09-21,Seasonal Discount,Previous Customers,147277,Previous Customers,11392,135885,26031,8504,2198,19.16,6.26,32.67,1.62
742,2024-10-24,Brand Awareness,Women 25-34,193344,Women 25-34,14190,179154,48174,17803,11022,26.89,9.94,36.96,6.15
743,2024-02-03,New Product Launch,Young Professionals 25-40,62586,Young Professionals 25-40,4026,58560,15309,2440,1572,26.14,4.17,15.94,2.68
744,2024-06-22,Loyalty Program,Young Adults 20-30,111653,Young Adults 20-30,7872,103781,25299,3765,6171,24.38,3.63,14.88,5.95
745,2025-05-05,Fitness Gear Promo,General Audience,107388,General Audience,7248,100140,28851,3391,4810,28.81,3.39,11.75,4.8
746,2024-12-01,Loyalty Program,Tech Enthusiasts 18-45,165485,Tech Enthusiasts 18-45,15068,150417,23266,6840,3573,15.47,4.55,29.4,2.38
747,2025-06-12,School Supplies Promo,Environment Advocates,130188,Environment Advocates,8661,121527,35459,14547,4536,29.18,11.97,41.02,3.73
748,2025-02-05,Major Shopping Event,Environment Advocates,95087,Environment Advocates,7516,87571,20736,4180,4836,23.68,4.77,20.16,5.52
749,2025-04-14,Seasonal Discount,Tech Enthusiasts 18-45,120456,Tech Enthusiasts 18-45,7083,113373,26859,11857,1237,23.69,10.46,44.15,1.09
750,2024-07-06,Loyalty Program,Seniors 55+,183322,Seniors 55+,14793,168529,40610,5302,5810,24.1,3.15,13.06,3.45
751,2025-06-13,Beta Testing Launch,Frequent Buyers 35-50,150011,Frequent Buyers 35-50,7831,142180,21629,5779,6283,15.21,4.06,26.72,4.42
752,2025-04-21,Holiday Follow Up,Fitness Enthusiasts 18-40,135625,Fitness Enthusiasts 18-40,8718,126907,37198,14784,3286,29.31,11.65,39.74,2.59
753,2025-06-10,Beta Testing Launch,Frequent Buyers 35-50,168845,Frequent Buyers 35-50,12426,156419,25290,18242,10176,16.17,11.66,72.13,6.51
754,2024-03-06,Holiday Follow Up,Young Professionals 25-40,93290,Young Professionals 25-40,4917,88373,19561,5734,726,22.13,6.49,29.31,0.82
755,2024-12-23,Major Shopping Event,Fitness Enthusiasts 18-40,98013,Fitness Enthusiasts 18-40,6330,91683,17301,9699,3212,18.87,10.58,56.06,3.5
756,2024-12-03,School Supplies Promo,Young Adults 20-30,156742,Young Adults 20-30,11128,145614,39873,6440,4713,27.38,4.42,16.15,3.24
757,2024-06-03,Brand Awareness,Parents 30-50,61604,Parents 30-50,4110,57494,13762,3279,3217,23.94,5.7,23.83,5.6
758,2024-07-17,Holiday Follow Up,Previous Customers,177401,Previous Customers,16241,161160,33327,10024,8051,20.68,6.22,30.08,5.0
759,2024-08-30,Clearance Sale,Frequent Buyers 35-50,144696,Frequent Buyers 35-50,14004,130692,28933,10516,5770,22.14,8.05,36.35,4.42
760,2024-06-23,Brand Awareness,Environment Advocates,75228,Environment Advocates,6427,68801,10392,6153,2955,15.1,8.94,59.21,4.3
761,2025-02-09,Fitness Gear Promo,Tech Enthusiasts 18-45,51861,Tech Enthusiasts 18-45,4961,46900,8223,1660,2318,17.54,3.54,20.19,4.94
762,2024-09-12,Brand Awareness,Environment Advocates,145888,Environment Advocates,13175,132713,22682,13883,3724,17.09,10.46,61.21,2.81
763,2024-03-22,Fitness Gear Promo,Previous Customers,106898,Previous Customers,10525,96373,24328,6897,1532,25.24,7.16,28.35,1.59
764,2024-05-22,Sustainability Product Launch,Women 25-34,119123,Women 25-34,11580,107543,26225,10764,4296,24.39,10.01,41.04,4.0
765,2025-07-08,Fitness Gear Promo,General Audience,159261,General Audience,13578,145683,40595,13616,8407,27.87,9.35,33.54,5.77
766,2024-03-29,Clearance Sale,Young Professionals 25-40,79529,Young Professionals 25-40,7503,72026,20508,7072,4666,28.47,9.82,34.48,6.48
767,2025-06-03,Seasonal Discount,Young Professionals 25-40,138698,Young Professionals 25-40,11365,127333,24785,7760,7975,19.47,6.09,31.31,6.26
768,2025-07-04,Loyalty Program,Young Adults 20-30,71363,Young Adults 20-30,6052,65311,13280,3327,1813,20.33,5.1,25.05,2.78
769,2024-07-28,Beta Testing Launch,Tech Enthusiasts 18-45,116943,Tech Enthusiasts 18-45,8863,108080,18557,3621,7487,17.17,3.35,19.51,6.93
